Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
0,disclosure_x_noise,2,LR,Original Features,,0.5129225723239761,0.05880017035789456,0.03665408295591943,3,0,0.0019942283630371093
0,disclosure_x_noise,2,LR,Arithmetic-based Features,,0.5119950919071153,0.05642235751702563,0.03788293232472573,3,0,0.004588556289672851
1,wdbc,1,LR,Original Features,,0.9196301756584008,0.017532919125600344,0.013679219970439305,30,0,0.06485276222229004
1,wdbc,1,LR,Arithmetic-based Features,,0.9493468806634408,0.010332336720764,0.02513233471446663,30,0,10.585832452774047
2,banknote-authentication,1,LR,Original Features,,0.9889437223587274,0.00689699677354006,0.0009202799964332931,4,0,0.0023985862731933593
2,banknote-authentication,1,LR,Arithmetic-based Features,,0.9904241269140168,0.008477825657913083,0.0012846081113411234,4,0,0.00718836784362793
3,thyroid-allbp,1,LR,Original Features,,0.4110618170337039,0.019732693624520396,0.010009564666817627,26,0,0.12047009468078614
3,thyroid-allbp,1,LR,Arithmetic-based Features,,0.4242784967630264,0.02117101427674843,0.005623017848666034,26,0,0.615951681137085
4,yeast,1,LR,Original Features,,0.14755678247942558,0.007891290120420318,0.0035529495530009225,8,0,0.00917515754699707
4,yeast,1,LR,Arithmetic-based Features,,0.3843275419716828,0.016746512231457455,0.020792355547937458,8,0,0.11548857688903809
5,jungle_chess_2pcs_endgame_lion_elephant,1,LR,Original Features,,0.89852104811855,0.09460020146842839,0.08237886144379203,58,0,0.5018556594848633
5,jungle_chess_2pcs_endgame_lion_elephant,1,LR,Arithmetic-based Features,,0.9149807988292542,0.09043253543351981,0.07102096844177519,58,0,16.530907106399535
6,jungle_chess_2pcs_endgame_elephant_elephant,1,LR,Original Features,,0.8481641363350383,0.06812719984138241,0.08105054038006465,57,0,0.01994667053222656
6,jungle_chess_2pcs_endgame_elephant_elephant,1,LR,Arithmetic-based Features,,0.9861517745501835,0.013963032105434257,0.012122580396128235,57,0,6.312357187271118
7,PizzaCutter1,1,LR,Original Features,,0.6471080485651235,0.09444590301121553,0.01927389519910272,37,0,0.12566447257995605
7,PizzaCutter1,1,LR,Arithmetic-based Features,,0.596511536431773,0.06775500213006205,0.18563079075678468,37,0,32.354327869415286
8,balance-scale,2,LR,Original Features,,0.9078500095114759,0.07258406580120122,0.04163744058861063,4,0,0.004589176177978516
8,balance-scale,2,LR,Arithmetic-based Features,,0.9060617472692808,0.07548579646495059,0.04705528947371096,4,0,0.007778024673461914
9,analcatdata_halloffame,2,LR,Original Features,,0.8296738278164881,0.05984242363405309,0.002580915024850694,23,0,0.2072469711303711
9,analcatdata_halloffame,2,LR,Arithmetic-based Features,,0.8156004419057628,0.05181746723479405,0.009411114016900424,23,0,2.848705863952637
10,ada_prior,1,LR,Original Features,,0.7715215563357916,0.021750730801310656,0.0034472483574192747,70,0,0.04248547554016113
10,ada_prior,1,LR,Arithmetic-based Features,,0.7768555137010177,0.02196619275335028,0.0011649369877877458,70,0,0.6215373516082764
11,kc1,1,LR,Original Features,,0.5949701864921577,0.06182802300593008,0.03407995151377319,21,0,0.6249271392822265
11,kc1,1,LR,Arithmetic-based Features,,0.6078526308411715,0.05711536038459727,0.04751790591634475,21,0,23.951009511947632
12,rmftsa_ladata,2,LR,Original Features,,0.8373654557873438,0.11335099936618823,0.05065606507708442,10,0,0.048868989944458006
12,rmftsa_ladata,2,LR,Arithmetic-based Features,,0.8493838685531017,0.11437797108226555,0.04464455080621732,10,0,0.12027931213378906
13,autoUniv-au6-1000,1,LR,Original Features,,0.09268209830075881,0.011662303408327595,0.04606121128049197,47,0,0.39913129806518555
13,autoUniv-au6-1000,1,LR,Arithmetic-based Features,,0.1253570083576785,0.03489771359934224,0.7630679971033625,47,0,105.1819712638855
14,volcanoes-e5,1,LR,Original Features,,0.19038668146503887,0.0002455936883819015,-2.3770958595958902e-07,3,0,0.008178186416625977
14,volcanoes-e5,1,LR,Arithmetic-based Features,,0.19028768035516097,0.0004194152126294085,9.87634002919402e-05,3,0,0.07639493942260742
15,kc2,1,LR,Original Features,,0.6766613434283426,0.1511177595569219,0.05556485164026348,21,0,0.05704641342163086
15,kc2,1,LR,Arithmetic-based Features,,0.6793927426645064,0.15196543670451018,0.0617765174756546,21,0,2.3948208332061767
16,Australian,4,LR,Original Features,,0.8434173311993074,0.031369729341522386,0.020938361384558513,14,0,0.01077275276184082
16,Australian,4,LR,Arithmetic-based Features,,0.8509646491846083,0.022808134352278256,0.024238114933896826,14,0,0.06262998580932617
17,fri_c3_500_5,2,LR,Original Features,,0.6168551038399125,0.03467968909174479,0.012891444868288304,5,0,0.006981611251831055
17,fri_c3_500_5,2,LR,Arithmetic-based Features,,0.6380753475853423,0.030823337616940973,0.012066592230656759,5,0,0.02174243927001953
18,space_ga,2,LR,Original Features,,0.7757917291418657,0.023297110608094418,0.009371540867080252,6,0,0.05704641342163086
18,space_ga,2,LR,Arithmetic-based Features,,0.80103778898493,0.031558420703051704,0.03418229366081427,6,0,2.968060827255249
19,volcanoes-e2,1,LR,Original Features,,0.1906974776087825,0.00022708135270689133,1.845315594772856e-07,3,0,0.009971332550048829
19,volcanoes-e2,1,LR,Arithmetic-based Features,,0.19059592374056744,0.0002781167221164297,0.00010173839977453691,3,0,0.037699556350708006
20,fri_c1_1000_25,2,LR,Original Features,,0.6434277418012422,0.03675249090120258,0.015184232722379898,25,0,0.008973979949951172
20,fri_c1_1000_25,2,LR,Arithmetic-based Features,,0.6205630774949158,0.005859766565243714,0.18927927223427532,25,0,11.436700820922852
21,thyroid-allhypo,1,LR,Original Features,,0.4110618170337039,0.019732693624520396,0.010088454869072394,26,0,0.33550081253051756
21,thyroid-allhypo,1,LR,Arithmetic-based Features,,0.4242784967630264,0.02117101427674843,0.005612025093901518,26,0,1.043410634994507
