Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
9,analcatdata_halloffame,2,kNN,Arithmetic-based Features,,0.8116819119762472,0.042049426300038883,0.04202280860194951,23,0,1.612161111831665
10,ada_prior,1,kNN,Original Features,,0.575802714206133,0.023308822217424034,0.10400461713443798,70,0,0.020866775512695314
10,ada_prior,1,kNN,Arithmetic-based Features,,0.576209421426948,0.023466511171355623,0.10324946773058896,70,0,0.5098043441772461
11,kc1,1,kNN,Original Features,,0.5789616238785443,0.02779404483568623,0.1334007911650218,21,0,0.009372854232788086
11,kc1,1,kNN,Arithmetic-based Features,,0.5904389015533655,0.040391450243570375,0.11948961190765639,21,0,11.009474658966065
12,rmftsa_ladata,2,kNN,Original Features,,0.78152228593038,0.12216518770159754,0.09604656754023144,10,0,0.006248569488525391
12,rmftsa_ladata,2,kNN,Arithmetic-based Features,,0.8024999286918792,0.12676936715939963,0.08116653101751403,10,0,0.0406151294708252
13,autoUniv-au6-1000,1,kNN,Original Features,,0.1420978928491873,0.0063989704885008035,0.24271783144321293,47,0,0.006247234344482422
13,autoUniv-au6-1000,1,kNN,Arithmetic-based Features,,0.140302556322954,0.007675633216162403,0.2501391368037018,47,0,46.72530508041382
14,volcanoes-e5,1,kNN,Original Features,,0.1898911637450377,0.0005428488051072804,0.009377414560343522,3,0,0.012497901916503906
14,volcanoes-e5,1,kNN,Arithmetic-based Features,,0.18999016485491566,0.000526527231596361,0.0069782782162100265,3,0,0.015622949600219727
15,kc2,1,kNN,Original Features,,0.6685564437018542,0.1558340515289415,0.09796138970600199,21,0,0.009378814697265625
15,kc2,1,kNN,Arithmetic-based Features,,0.649820892778129,0.1519113652499009,0.12182803474046999,21,0,2.4100568771362303
16,Australian,4,kNN,Original Features,,0.7065921367283229,0.040452631540704054,0.09759733160912354,14,0,0.009376955032348634
16,Australian,4,kNN,Arithmetic-based Features,,0.6969820526741902,0.027373174965517725,0.10108468501049661,14,0,0.060031795501708986
17,fri_c3_500_5,2,kNN,Original Features,,0.855791443154556,0.03376023665794714,0.06862247962976686,5,0,0.0124969482421875
17,fri_c3_500_5,2,kNN,Arithmetic-based Features,,0.809754788055112,0.04359909953187257,0.07007277220198171,5,0,0.017626190185546876
18,space_ga,2,kNN,Original Features,,0.49544645270447374,0.03832438687206712,0.2508179193412694,6,0,0.016885042190551758
18,space_ga,2,kNN,Arithmetic-based Features,,0.49544645270447374,0.03832438687206712,0.2508179193412694,6,0,0.08709049224853516
19,volcanoes-e2,1,kNN,Original Features,,0.19008617406591588,0.0005818796533201047,0.007724642037194529,3,0,0.0037897586822509765
19,volcanoes-e2,1,kNN,Arithmetic-based Features,,0.1902897759817533,0.0006249229684454693,0.007162270720092095,3,0,0.02234048843383789
20,fri_c1_1000_25,2,kNN,Original Features,,0.6179346371948008,0.01757437603563101,0.148450828987423,25,0,0.006581926345825195
20,fri_c1_1000_25,2,kNN,Arithmetic-based Features,,0.5104964702060693,0.023170942523867248,0.18791786434861857,25,0,10.049544382095338
21,thyroid-allhypo,1,kNN,Original Features,,0.3120621942357318,0.037363208670641815,0.11935150797414457,26,0,0.014161300659179688
