Model,Feature Engineering Description,Avg f1_macro,Avg. Train-Test Gap,Avg. Fit Time,Avg. Complexity
DT,Original Features,0.6613956032972718,0.33250368444004635,0.02068504238128662,299.628
DT,Arithmetic-based Features,0.6582910338766341,0.33560825386068394,7.401862254619598,225.428
